StudentID,Gender,Age,Major,MathGrade,ScienceGrade,EnglishGrade,AttendancePercentage,StudyHoursPerWeek,OverallStatus,EnrollmentDate
STU4149,Female,19,Chemistry,56.99,49.05,82.32,70.82,19.7,Pass,2020-01-18
STU4150,Male,22,Computer Science,79.38,76.86,83.74,89.49,15.3,Pass,2021-03-19
STU4151,Other,19,English,68.07,60.26,74.76,98.98,17.8,Pass,2022-11-25
STU4152,Male,22,Economics,81.5,74.61,90.05,87.65,6.0,Pass,2022-10-17
STU4153,Female,16,Mechanical Engineering,79.15,82.94,81.27,67.15,12.3,Pass,2020-07-19
STU4154,Male,22,Computer Science,70.47,60.43,69.57,99.13,6.1,Pass,2024-01-13
STU4155,Male,17,Civil Engineering,77.59,47.59,73.4,60.5,24.1,Pass,2020-12-15
STU4156,Female,20,Biology,64.62,55.54,69.3,82.52,28.4,Pass,2023-09-03
STU4157,Female,20,History,81.63,66.86,70.81,80.65,14.2,Pass,2020-12-11
STU4158,Other,18,Chemistry,55.31,58.11,68.67,69.8,28.4,Pass,2020-01-16
STU4159,Other,20,Biology,88.8,55.45,87.45,82.6,29.1,Pass,2021-04-10
STU4160,Female,22,Computer Science,65.21,78.61,71.81,96.39,10.1,Pass,2022-02-22
STU4161,Male,19,Chemistry,77.27,82.14,90.51,79.6,14.1,Pass,2024-03-02
STU4162,Male,20,Psychology,86.72,55.86,86.94,73.23,21.1,Pass,2024-12-17
STU4163,Female,21,Computer Science,93.47,68.17,66.98,80.5,13.8,Pass,2024-05-02
STU4164,Male,20,Computer Science,83.19,71.38,90.39,63.47,18.9,Pass,2021-05-03
STU4165,Male,21,Computer Science,71.96,77.98,78.74,78.08,20.5,Pass,2022-03-14
STU4166,Male,17,Biology,70.62,74.34,84.55,77.98,16.6,Pass,2023-01-07
STU4167,Female,16,Electrical Engineering,85.07,82.98,89.02,81.47,14.6,Pass,2021-08-17
STU4168,Other,21,Mathematics,69.25,65.29,83.36,60.12,23.6,Pass,2022-03-17
STU4169,Other,22,Psychology,78.02,64.23,77.09,76.81,11.6,Pass,2022-04-14
STU4170,Male,16,Economics,56.55,79.68,84.5,73.67,14.9,Pass,2022-06-17
STU4171,Male,19,Mathematics,88.63,78.35,85.98,65.64,29.5,Pass,2022-03-11
STU4172,Other,17,History,64.8,74.99,82.22,93.49,28.7,Pass,2022-10-16
STU4173,Other,21,Chemistry,77.34,78.59,81.85,70.0,6.5,Pass,2023-09-07
STU4174,Male,16,Mathematics,92.26,68.97,91.22,80.46,21.6,Pass,2023-05-19
STU4175,Male,21,Psychology,65.98,78.1,85.81,72.78,27.8,Pass,2022-09-20
STU4176,Female,17,Chemistry,77.62,53.89,82.79,77.87,11.7,Pass,2024-12-10
STU4177,Other,22,Civil Engineering,79.38,70.07,90.13,90.8,29.2,Pass,2023-05-03
STU4178,Other,20,Economics,72.25,96.28,92.85,88.47,8.9,Pass,2022-06-23
STU4179,Other,16,Economics,66.61,79.09,77.17,72.63,12.3,Pass,2022-10-21
STU4180,Other,19,Chemistry,67.94,68.2,72.93,69.56,24.1,Pass,2023-01-17
STU4181,Female,19,Computer Science,48.77,45.57,71.25,96.34,19.0,Fail,2021-05-23
STU4182,Female,22,Chemistry,87.59,61.27,80.53,98.44,17.9,Pass,2023-03-21
STU4183,Other,21,Economics,60.09,72.7,76.27,92.41,25.7,Pass,2022-01-08
STU4184,Male,21,Economics,53.96,69.29,77.59,60.06,21.4,Pass,2022-11-20
STU4185,Other,20,Electrical Engineering,80.47,77.42,76.39,95.06,8.1,Pass,2022-07-08
STU4186,Other,18,Mechanical Engineering,73.07,51.03,84.09,94.74,11.1,Pass,2022-02-23
STU4187,Other,16,English,75.57,78.79,80.81,69.53,28.8,Pass,2023-08-13
STU4188,Other,16,Computer Science,77.33,62.52,84.96,70.66,22.0,Pass,2020-05-06
STU4189,Male,18,Chemistry,70.08,32.9,70.71,94.32,12.6,Pass,2020-08-19
STU4190,Other,22,Electrical Engineering,71.28,58.78,83.53,80.6,26.1,Pass,2022-06-06
STU4191,Other,19,Mathematics,74.74,58.0,74.97,92.18,9.8,Pass,2022-09-15
STU4192,Female,22,Physics,74.1,72.63,77.8,66.79,15.2,Pass,2024-09-03
STU4193,Male,22,Electrical Engineering,77.67,83.0,82.49,65.25,14.6,Pass,2020-06-17
STU4194,Male,21,Physics,69.44,82.77,98.06,61.82,18.0,Pass,2023-11-04
STU4195,Male,17,Electrical Engineering,80.15,81.31,77.34,86.1,10.5,Pass,2022-05-07
STU4196,Female,16,Computer Science,71.7,78.95,78.53,60.92,14.1,Pass,2021-09-18
STU4197,Male,22,Chemistry,77.81,71.32,82.0,77.88,9.4,Pass,2020-11-18
STU4198,Male,21,Biology,76.88,53.04,87.81,63.38,18.9,Pass,2021-09-03
STU4199,Other,16,Mechanical Engineering,70.85,85.69,83.34,87.08,22.4,Pass,2020-03-09
STU4200,Female,20,Physics,87.51,64.62,88.13,64.24,26.2,Pass,2020-03-30
STU4201,Female,20,Chemistry,80.61,56.59,70.7,62.75,13.7,Pass,2021-09-08
STU4202,Female,16,History,67.76,84.53,92.07,64.64,17.6,Pass,2021-06-16
STU4203,Other,17,Mechanical Engineering,68.47,70.44,86.3,77.1,25.7,Pass,2021-06-05
STU4204,Other,17,Physics,83.17,74.41,76.36,73.61,29.7,Pass,2022-12-27
STU4205,Female,22,Chemistry,76.53,65.15,75.1,81.36,15.1,Pass,2020-09-01
STU4206,Male,21,Civil Engineering,76.54,59.33,78.6,98.25,7.1,Pass,2024-12-18
STU4207,Other,16,Chemistry,72.4,68.5,81.38,89.81,8.0,Pass,2024-01-02
STU4208,Female,21,Biology,78.12,67.51,96.54,93.53,22.7,Pass,2022-05-08
STU4209,Male,20,Biology,85.91,78.07,85.71,94.72,22.4,Pass,2022-09-02
STU4210,Female,16,Chemistry,82.16,72.32,91.96,95.75,15.4,Pass,2021-06-01
STU4211,Other,22,Chemistry,80.12,69.82,73.54,77.94,10.2,Pass,2021-10-08
STU4212,Female,21,Physics,72.71,63.11,81.44,73.65,28.6,Pass,2022-10-26
STU4213,Other,21,Computer Science,70.69,87.36,79.71,63.04,9.1,Pass,2020-02-15
STU4214,Female,16,History,70.74,65.94,79.46,64.37,22.0,Pass,2024-08-03
STU4215,Other,16,History,66.64,81.19,80.71,73.79,12.8,Pass,2021-04-26
STU4216,Male,22,Civil Engineering,87.39,61.8,70.21,80.67,19.1,Pass,2022-03-15
STU4217,Other,19,Civil Engineering,83.66,63.49,67.01,64.21,6.2,Pass,2024-11-09
STU4218,Other,17,Chemistry,72.07,91.03,89.41,74.2,21.6,Pass,2020-03-26
STU4219,Other,21,Biology,79.81,83.95,76.4,87.23,27.4,Pass,2023-04-06
STU4220,Male,17,History,67.9,70.66,68.35,91.25,24.1,Pass,2024-03-01
STU4221,Other,16,English,75.57,48.41,69.01,88.15,9.3,Fail,2022-06-02
STU4222,Other,20,Biology,92.15,84.76,64.91,71.15,26.8,Pass,2022-06-23
STU4223,Female,22,Physics,65.81,74.34,81.56,87.8,8.1,Pass,2024-08-24
STU4224,Female,20,Mechanical Engineering,78.61,100.0,90.94,71.04,24.2,Pass,2020-11-04
STU4225,Female,16,History,68.01,65.72,61.1,96.73,13.7,Pass,2020-05-21
STU4226,Female,21,Civil Engineering,89.4,78.95,80.22,82.39,9.7,Pass,2024-12-14
STU4227,Other,21,Psychology,85.69,68.47,83.76,91.08,24.5,Pass,2024-12-18
STU4228,Male,17,Computer Science,62.9,78.83,73.94,83.33,12.2,Pass,2022-10-12
STU4229,Other,22,English,88.4,86.38,68.6,70.37,25.0,Pass,2022-03-22
STU4230,Male,22,Economics,77.6,78.35,86.81,79.35,11.7,Pass,2021-09-24
STU4231,Female,22,Biology,77.46,70.57,73.15,71.14,14.1,Pass,2023-08-17
STU4232,Male,21,History,76.42,71.01,77.04,78.6,15.9,Pass,2024-01-17
STU4233,Other,16,Physics,72.03,92.83,91.44,71.74,7.1,Pass,2023-07-14
STU4234,Male,19,Civil Engineering,68.75,52.71,73.25,86.25,9.6,Pass,2020-12-11
STU4235,Female,19,Economics,72.34,67.92,75.24,71.2,13.4,Pass,2024-10-23
STU4236,Other,19,Economics,67.36,53.87,76.89,81.08,9.2,Pass,2021-09-28
STU4237,Female,20,Computer Science,84.49,69.67,94.95,75.03,15.5,Pass,2020-07-06
STU4238,Male,18,English,68.98,82.49,84.65,69.06,15.5,Pass,2021-11-08
STU4239,Other,18,Mathematics,66.5,71.57,74.61,76.06,15.9,Pass,2023-02-28
STU4240,Other,20,English,76.35,92.1,75.42,92.09,19.1,Pass,2024-08-09
STU4241,Male,20,Electrical Engineering,78.24,73.28,63.73,83.82,7.3,Pass,2022-03-03
STU4242,Female,20,Psychology,71.01,70.16,84.09,96.75,18.9,Pass,2024-09-03
STU4243,Other,21,Computer Science,64.67,74.91,81.08,68.98,14.8,Pass,2020-02-24
STU4244,Female,21,Chemistry,64.74,76.12,70.58,64.53,28.9,Pass,2020-04-09
STU4245,Female,18,Psychology,71.41,78.58,75.0,88.78,18.2,Pass,2024-05-03
STU4246,Female,17,Mathematics,82.57,71.74,74.77,90.25,27.0,Pass,2024-03-03
STU4247,Male,20,History,81.43,66.97,83.11,88.99,6.2,Pass,2022-10-27
STU4248,Female,16,Chemistry,61.85,75.95,100.0,75.07,28.7,Pass,2024-12-14
STU4249,Male,20,Electrical Engineering,64.99,60.3,81.55,91.39,7.7,Pass,2023-08-03
STU4250,Male,17,Physics,50.37,63.36,81.0,96.69,16.3,Pass,2024-07-22
STU4251,Female,21,Electrical Engineering,75.36,57.42,81.33,87.63,25.9,Pass,2023-09-15
STU4252,Male,18,Computer Science,82.4,78.42,72.14,84.64,24.6,Pass,2023-03-30
STU4253,Female,16,Electrical Engineering,87.8,71.61,72.38,85.38,13.6,Pass,2023-09-05
STU4254,Other,18,History,72.36,77.52,72.39,98.16,29.4,Pass,2024-01-22
STU4255,Male,22,Mechanical Engineering,71.62,85.28,82.92,86.16,12.7,Pass,2021-02-16
STU4256,Other,18,Psychology,79.48,74.52,68.42,69.46,6.7,Pass,2022-11-22
STU4257,Female,21,Mechanical Engineering,71.73,76.63,98.5,97.18,15.9,Pass,2023-11-01
STU4258,Other,17,Electrical Engineering,73.1,61.0,73.22,74.84,12.9,Pass,2021-02-10
STU4259,Female,19,Civil Engineering,74.41,67.14,79.6,77.41,12.5,Pass,2022-03-07
STU4260,Female,18,Civil Engineering,57.74,58.59,79.32,90.89,9.3,Pass,2023-03-13
STU4261,Other,20,Computer Science,71.57,71.65,80.11,64.64,29.3,Pass,2021-04-03
STU4262,Male,16,Chemistry,61.48,58.48,87.85,63.92,29.6,Pass,2021-08-16
STU4263,Male,18,Computer Science,71.23,74.05,74.64,82.63,13.0,Pass,2024-01-25
STU4264,Other,19,History,63.3,79.06,81.84,89.87,6.3,Pass,2021-05-10
STU4265,Female,21,Biology,74.53,71.68,84.18,85.54,29.9,Pass,2020-08-10
STU4266,Other,16,Psychology,66.69,77.54,81.76,80.45,9.4,Pass,2024-08-05
STU4267,Other,20,Mathematics,100.0,64.19,79.47,63.35,11.5,Pass,2020-07-25
STU4268,Female,18,History,83.07,61.74,66.6,84.54,27.4,Pass,2023-07-25
STU4269,Other,18,English,89.02,64.82,73.53,95.24,19.1,Pass,2021-09-22
STU4270,Male,16,Psychology,64.15,52.72,74.25,80.22,16.2,Pass,2021-11-08
STU4271,Other,21,Computer Science,55.01,76.78,77.46,73.83,15.9,Pass,2022-07-25
STU4272,Male,22,Chemistry,61.98,82.95,62.29,60.64,9.8,Pass,2023-06-21
STU4273,Male,21,Computer Science,77.29,63.01,80.53,92.08,8.5,Pass,2021-05-01
STU4274,Male,16,Mechanical Engineering,63.07,71.0,87.48,75.05,27.7,Pass,2022-07-22
STU4275,Other,16,Computer Science,100.0,60.61,75.15,75.56,7.9,Pass,2022-05-31
STU4276,Other,19,Chemistry,75.79,80.59,71.85,71.58,18.5,Pass,2020-11-04
STU4277,Female,21,Physics,77.65,70.22,76.74,61.89,18.9,Pass,2021-04-11
STU4278,Male,21,Mechanical Engineering,87.02,55.03,86.48,73.82,6.9,Pass,2022-07-17
STU4279,Other,20,Biology,75.75,56.07,71.75,99.67,16.5,Pass,2020-09-21
STU4280,Female,18,Mechanical Engineering,88.2,66.21,64.41,87.65,11.5,Pass,2024-09-06
STU4281,Male,19,Mechanical Engineering,70.15,60.05,69.88,91.17,12.1,Pass,2024-01-29
STU4282,Male,21,History,87.21,73.13,82.56,66.01,19.6,Pass,2020-09-21
STU4283,Other,18,History,93.23,61.64,68.95,96.45,10.6,Pass,2023-08-29
STU4284,Male,16,Biology,83.39,83.4,91.88,88.38,20.5,Pass,2023-04-02
STU4285,Other,16,History,82.33,88.68,93.0,98.47,15.3,Pass,2024-01-11
STU4286,Other,21,Civil Engineering,72.17,95.36,69.62,83.15,11.1,Pass,2020-09-24
STU4287,Other,20,Economics,92.47,59.78,66.5,77.82,17.0,Pass,2021-03-19
STU4288,Female,22,Economics,76.43,76.89,80.77,63.8,14.3,Pass,2021-07-18
STU4289,Female,18,English,76.0,65.31,69.98,82.42,28.2,Pass,2023-10-25
STU4290,Other,16,Biology,83.19,70.43,75.4,76.02,9.0,Pass,2024-03-11
STU4291,Male,18,Mathematics,80.67,87.77,70.84,61.53,15.0,Pass,2022-08-29
STU4292,Other,19,Mathematics,85.63,61.82,76.1,98.79,12.7,Pass,2022-09-09
STU4293,Male,18,Mathematics,64.96,87.6,80.06,94.78,16.7,Pass,2021-02-13
STU4294,Female,20,History,85.09,46.51,74.41,93.6,15.3,Pass,2021-04-11
STU4295,Other,16,Civil Engineering,81.48,47.28,90.91,61.18,27.1,Pass,2020-06-29
STU4296,Female,17,Electrical Engineering,82.68,90.11,57.48,86.81,15.8,Pass,2020-02-25
STU4297,Other,17,Computer Science,85.37,54.02,80.77,88.31,19.4,Pass,2023-06-29
STU4298,Male,22,Electrical Engineering,68.74,53.14,84.52,73.07,18.7,Pass,2023-10-06
STU4299,Female,17,Psychology,64.03,72.8,75.83,76.9,25.6,Pass,2023-07-16
STU4300,Male,18,Electrical Engineering,59.08,65.12,87.25,88.28,8.4,Pass,2021-12-12
STU4301,Other,21,History,75.21,54.78,91.39,83.59,23.0,Pass,2023-04-25
STU4302,Female,22,Physics,84.84,96.24,79.95,80.69,27.1,Pass,2022-09-12
STU4303,Male,18,Mathematics,74.43,95.29,77.33,76.11,29.5,Pass,2021-10-13
STU4304,Other,20,Electrical Engineering,87.88,44.14,81.43,98.96,25.9,Pass,2021-03-12
STU4305,Other,18,Civil Engineering,76.48,61.2,81.68,69.15,29.1,Pass,2022-08-02
STU4306,Other,21,History,72.7,96.63,89.43,63.14,8.9,Pass,2022-10-02
STU4307,Female,18,Chemistry,69.05,71.7,87.51,65.25,12.3,Pass,2024-11-17
STU4308,Other,17,English,66.41,57.96,80.26,88.62,10.6,Pass,2024-03-05
STU4309,Male,22,Computer Science,55.37,40.93,69.41,73.55,5.6,Fail,2024-12-29
STU4310,Male,16,English,69.63,70.98,85.79,93.7,28.9,Pass,2024-11-17
STU4311,Other,21,Mathematics,76.78,70.63,66.72,91.82,25.2,Pass,2021-01-15
STU4312,Male,17,Civil Engineering,72.42,87.01,83.72,84.91,17.9,Pass,2024-04-17
STU4313,Male,17,Psychology,86.35,87.58,72.94,86.95,20.8,Pass,2020-10-02
STU4314,Male,18,Economics,69.69,78.17,77.77,77.44,15.8,Pass,2023-08-22
STU4315,Female,18,Chemistry,83.76,95.46,82.78,76.43,15.6,Pass,2021-06-06
STU4316,Female,16,Computer Science,62.44,87.56,86.14,88.75,27.7,Pass,2023-03-29
STU4317,Female,20,Mathematics,64.44,72.27,76.19,64.49,18.8,Pass,2020-11-16
STU4318,Male,22,Mathematics,84.2,77.88,64.42,92.34,8.6,Pass,2022-10-31
STU4319,Male,20,Civil Engineering,85.36,57.91,79.61,70.73,14.0,Pass,2021-12-30
STU4320,Male,17,Psychology,54.18,71.55,80.74,76.25,20.8,Pass,2024-12-25
STU4321,Other,18,English,75.37,67.63,88.85,92.26,23.4,Pass,2021-05-14
STU4322,Other,16,English,81.68,60.16,82.86,91.69,6.9,Pass,2024-04-11
STU4323,Other,16,Economics,61.04,78.3,78.71,97.6,21.4,Pass,2021-08-22
STU4324,Male,22,English,90.41,89.76,79.53,95.3,5.4,Pass,2022-07-28
STU4325,Female,18,English,81.6,57.26,82.22,88.89,16.3,Pass,2021-09-30
STU4326,Male,21,Electrical Engineering,68.25,81.79,76.0,89.42,20.0,Pass,2024-07-25
STU4327,Male,18,Economics,82.44,76.32,81.51,94.09,25.7,Pass,2023-12-23
STU4328,Other,20,Electrical Engineering,71.85,78.45,81.84,96.54,5.6,Pass,2023-06-23
STU4329,Female,19,Mathematics,73.06,73.04,86.1,72.22,11.7,Pass,2023-08-29
STU4330,Female,20,Mathematics,74.1,58.4,88.27,93.84,26.7,Pass,2020-01-12
STU4331,Other,19,Mathematics,72.9,62.29,57.18,65.6,25.9,Pass,2024-04-29
STU4332,Other,16,Mathematics,72.99,78.84,74.01,61.83,7.6,Pass,2024-08-12
STU4333,Female,16,Biology,77.47,65.21,71.08,67.75,18.3,Pass,2021-04-11
STU4334,Other,16,Computer Science,73.56,64.36,74.93,60.3,26.9,Pass,2023-12-18
STU4335,Male,18,Economics,71.26,79.77,79.04,82.74,27.1,Pass,2024-10-24
STU4336,Female,16,Psychology,77.49,63.05,82.02,77.07,10.5,Pass,2021-03-26
STU4337,Male,16,Electrical Engineering,87.67,76.63,82.56,97.76,29.8,Pass,2023-01-01
STU4338,Other,16,Civil Engineering,88.22,71.31,70.42,88.99,5.9,Pass,2024-10-26
STU4339,Other,20,Mathematics,96.38,76.47,80.15,63.28,24.1,Pass,2022-05-09
STU4340,Other,20,Psychology,71.06,53.72,78.4,78.07,12.7,Pass,2022-02-28
STU4341,Other,22,Psychology,84.83,92.43,80.56,67.21,12.2,Pass,2020-08-13
STU4342,Female,21,History,77.0,53.96,80.72,64.99,21.5,Pass,2022-08-02
STU4343,Other,16,Civil Engineering,65.3,42.48,89.2,98.58,25.6,Pass,2023-10-30
STU4344,Other,16,Economics,82.13,69.58,83.66,68.92,11.0,Pass,2021-06-30
STU4345,Male,20,History,78.05,70.09,89.57,96.51,28.5,Pass,2022-12-19
STU4346,Other,16,Economics,68.27,67.81,82.55,72.45,8.5,Pass,2023-07-01
STU4347,Female,19,Biology,76.18,72.75,91.93,93.48,17.2,Pass,2021-07-11
STU4348,Male,18,English,65.14,81.11,92.71,90.28,23.3,Pass,2024-01-12
STU4349,Male,17,Electrical Engineering,49.54,55.76,81.67,76.45,14.3,Fail,2021-09-19
STU4350,Male,22,Civil Engineering,80.73,64.47,93.66,90.07,10.7,Pass,2021-03-26
STU4351,Male,16,Psychology,72.45,68.5,83.68,65.67,5.9,Pass,2022-03-07
STU4352,Male,19,Mechanical Engineering,77.73,68.55,80.02,98.09,13.5,Pass,2022-09-12
STU4353,Other,22,Electrical Engineering,70.35,86.07,69.2,90.72,23.3,Pass,2021-01-07
STU4354,Other,20,Psychology,66.87,86.56,74.95,71.37,25.0,Pass,2024-01-04
STU4355,Other,18,English,55.48,67.61,82.43,83.54,26.2,Pass,2024-02-08
STU4356,Female,17,Physics,78.31,69.14,92.3,80.95,14.3,Pass,2024-04-30
STU4357,Other,17,History,79.49,67.83,82.92,68.55,27.2,Pass,2020-09-22
STU4358,Male,17,Economics,77.71,68.07,71.38,99.94,10.0,Pass,2023-05-12
STU4359,Female,18,Mechanical Engineering,73.71,54.53,83.88,76.36,5.6,Pass,2020-07-16
STU4360,Other,18,Psychology,70.04,71.32,74.14,74.74,18.2,Pass,2024-08-19
STU4361,Female,19,Physics,66.24,66.05,92.36,68.24,20.6,Pass,2022-09-28
STU4362,Female,17,Economics,69.46,51.69,98.45,75.56,8.5,Pass,2023-06-14
STU4363,Female,21,History,76.75,60.31,81.31,71.56,11.4,Pass,2022-12-30
STU4364,Female,18,Chemistry,75.61,63.25,80.33,81.92,15.0,Pass,2023-12-25
STU4365,Other,19,Electrical Engineering,80.71,73.28,83.09,85.59,9.4,Pass,2023-08-09
STU4366,Female,17,Economics,68.07,69.66,89.74,61.23,29.7,Pass,2022-11-26
STU4367,Other,20,Physics,69.42,66.72,84.67,63.75,5.7,Pass,2021-08-08
STU4368,Male,19,Economics,88.5,73.42,78.75,88.29,10.3,Pass,2020-06-20
STU4369,Male,16,Biology,65.96,79.83,72.77,68.51,23.5,Pass,2021-09-24
STU4370,Other,19,Chemistry,63.46,69.32,89.62,86.1,10.3,Pass,2022-08-07
STU4371,Female,17,Civil Engineering,71.85,70.73,83.21,77.01,21.9,Pass,2022-04-27
STU4372,Other,19,Electrical Engineering,80.43,69.17,75.24,67.8,23.8,Pass,2020-01-27
STU4373,Female,17,Computer Science,69.59,59.55,86.76,73.44,6.5,Pass,2024-09-03
STU4374,Female,17,Civil Engineering,60.65,84.58,76.68,96.51,19.7,Pass,2020-10-17
STU4375,Female,20,Biology,73.77,84.18,79.23,79.43,19.2,Pass,2020-02-02
STU4376,Other,22,Biology,66.89,74.05,71.73,76.84,16.9,Pass,2024-04-22
STU4377,Other,22,Biology,57.51,57.96,87.07,92.46,22.9,Pass,2022-06-13
STU4378,Female,16,Mathematics,52.6,64.68,75.52,74.2,13.8,Pass,2023-10-17
STU4379,Other,17,Chemistry,68.6,71.21,74.92,96.07,16.0,Pass,2021-08-24
STU4380,Male,21,Chemistry,77.53,51.79,79.85,65.62,17.4,Pass,2023-08-04
STU4381,Female,22,Psychology,77.46,74.91,97.69,96.5,6.7,Pass,2022-02-25
STU4382,Male,17,Mechanical Engineering,60.9,92.0,98.92,71.09,8.3,Pass,2021-01-08
STU4383,Other,22,Mechanical Engineering,63.0,69.04,82.57,90.3,19.1,Pass,2023-01-29
STU4384,Female,22,Electrical Engineering,60.77,63.86,77.36,81.37,17.0,Pass,2022-12-12
STU4385,Other,18,Psychology,68.58,72.93,84.71,76.84,14.3,Pass,2020-03-10
STU4386,Male,16,Physics,79.87,74.09,86.33,90.18,17.9,Pass,2022-09-18
STU4387,Female,18,Civil Engineering,68.23,79.18,78.11,85.25,17.3,Pass,2020-11-30
STU4388,Male,16,Computer Science,76.89,69.26,72.73,64.09,16.9,Pass,2021-03-30
STU4389,Male,19,Physics,50.11,77.81,73.49,81.79,19.0,Pass,2023-11-09
STU4390,Female,18,Psychology,75.6,84.74,67.67,76.73,25.0,Pass,2022-07-22
STU4391,Male,21,Mechanical Engineering,74.95,63.35,99.28,88.45,14.8,Pass,2024-10-29
STU4392,Male,21,Psychology,68.82,56.31,71.85,97.94,8.7,Pass,2024-07-02
STU4393,Female,17,Psychology,73.65,89.17,73.85,86.01,15.4,Pass,2021-10-02
STU4394,Female,17,Physics,87.25,65.99,68.87,89.32,20.2,Pass,2023-05-25
STU4395,Other,18,Chemistry,82.45,66.65,79.97,64.24,14.6,Pass,2023-05-05
STU4396,Female,19,Biology,76.51,64.26,55.71,70.62,8.6,Pass,2022-11-08
STU4397,Male,18,English,73.57,83.67,77.46,96.48,22.4,Pass,2021-11-01
STU4398,Female,18,Psychology,65.88,54.73,77.61,90.82,21.9,Pass,2023-03-29
STU4399,Male,16,Civil Engineering,79.84,68.19,81.56,76.75,29.4,Pass,2024-08-19
STU4400,Other,18,Economics,81.86,43.94,78.22,90.42,7.8,Pass,2020-10-03
STU4401,Male,21,Biology,51.65,63.31,86.25,65.04,20.4,Pass,2024-10-19
STU4402,Female,18,Physics,63.39,67.0,88.67,79.93,27.6,Pass,2023-09-07
STU4403,Female,18,Physics,86.66,72.4,71.99,82.78,15.7,Pass,2022-07-27
STU4404,Female,17,Mechanical Engineering,89.67,59.26,92.66,69.6,23.5,Pass,2020-02-24
STU4405,Other,17,Mathematics,83.56,69.99,68.1,87.88,22.6,Pass,2023-05-28
STU4406,Female,19,Electrical Engineering,82.32,58.14,79.45,65.87,23.6,Pass,2022-05-11
STU4407,Other,19,Biology,82.31,66.88,76.5,65.38,30.0,Pass,2021-04-15
STU4408,Male,18,Economics,63.76,68.11,89.49,91.73,11.3,Pass,2023-03-29
STU4409,Female,22,Psychology,80.7,66.86,82.7,95.07,29.9,Pass,2021-11-30
STU4410,Male,22,Economics,85.58,54.82,80.47,84.21,5.6,Pass,2023-01-29
STU4411,Male,17,Biology,89.91,60.76,80.35,81.01,27.3,Pass,2022-09-23
STU4412,Female,20,Computer Science,60.24,80.63,83.28,61.02,5.1,Pass,2020-12-01
STU4413,Other,16,Computer Science,72.18,71.84,74.26,98.33,25.2,Pass,2021-02-04
STU4414,Male,17,Psychology,85.33,84.47,77.42,93.97,15.5,Pass,2020-11-18
STU4415,Female,19,English,77.71,74.22,77.62,67.21,5.9,Pass,2022-05-29
STU4416,Male,17,Computer Science,71.85,57.23,86.73,90.04,25.1,Pass,2023-08-24
STU4417,Female,22,Civil Engineering,57.67,82.39,73.79,96.84,6.1,Pass,2021-02-20
STU4418,Male,18,Psychology,76.97,66.04,74.32,96.62,6.5,Pass,2022-10-18
STU4419,Other,16,Civil Engineering,86.36,82.66,79.77,89.4,22.2,Pass,2020-07-08
STU4420,Female,22,Civil Engineering,77.13,79.33,75.75,78.08,22.6,Pass,2022-05-25
STU4421,Female,19,Economics,88.93,61.78,79.65,82.92,12.2,Pass,2024-02-14
STU4422,Male,19,Mechanical Engineering,61.05,95.78,84.3,88.88,25.1,Pass,2024-08-02
STU4423,Other,19,Electrical Engineering,78.92,75.74,79.59,97.81,18.0,Pass,2024-11-27
STU4424,Male,17,Mathematics,61.57,44.98,93.61,66.91,11.6,Pass,2022-05-14
STU4425,Other,17,Biology,80.38,74.1,65.29,84.24,11.0,Pass,2022-01-15
STU4426,Male,16,Biology,63.37,53.18,84.54,92.8,17.8,Pass,2021-10-21
STU4427,Female,20,Electrical Engineering,88.4,72.76,82.4,92.45,6.6,Pass,2022-05-20
STU4428,Male,21,Mechanical Engineering,70.4,54.98,76.57,89.18,27.7,Pass,2022-08-14
STU4429,Female,17,Biology,75.79,63.47,75.12,76.55,19.9,Pass,2021-11-30
STU4430,Female,22,Computer Science,84.61,76.74,86.44,96.97,5.9,Pass,2023-04-25
STU4431,Male,17,Economics,85.47,75.5,89.1,96.36,16.2,Pass,2023-12-12
STU4432,Female,20,Civil Engineering,48.66,53.98,85.62,91.74,9.1,Fail,2024-09-02
STU4433,Male,16,Psychology,90.52,59.89,88.56,70.83,13.0,Pass,2020-03-27
STU4434,Male,19,Chemistry,76.82,79.61,81.71,63.38,8.6,Pass,2023-10-11
STU4435,Male,18,Civil Engineering,72.2,71.89,82.82,67.25,23.2,Pass,2022-07-07
STU4436,Male,21,Mechanical Engineering,81.39,68.17,75.88,74.87,17.3,Pass,2022-04-14
STU4437,Female,20,Physics,90.47,75.77,83.04,74.01,27.3,Pass,2022-02-15
STU4438,Female,19,Economics,93.1,47.01,93.02,79.35,28.6,Pass,2022-01-03
STU4439,Male,18,Biology,81.51,56.66,80.9,80.62,27.4,Pass,2020-03-14
STU4440,Other,16,Physics,82.9,66.87,88.8,94.48,13.8,Pass,2022-08-17
STU4441,Female,16,Mathematics,59.28,72.16,66.48,77.38,5.8,Pass,2020-12-13
STU4442,Female,18,Electrical Engineering,75.08,61.31,86.32,72.22,16.2,Pass,2022-07-24
STU4443,Female,20,Physics,92.1,76.43,64.68,65.83,22.6,Pass,2023-11-29
STU4444,Other,22,History,74.92,70.8,89.68,91.48,13.3,Pass,2020-03-11
STU4445,Female,21,Psychology,60.01,88.41,63.45,89.87,12.9,Pass,2021-12-12
STU4446,Other,20,Civil Engineering,77.13,76.56,74.84,76.82,12.0,Pass,2021-02-12
STU4447,Female,16,Mathematics,73.96,60.82,64.31,99.71,26.1,Pass,2022-11-20
